caseid,barangay_code,barangay,province,municipality,age,gender,hh_size,income,consumption,gps_lat,gps_lon,duration,enumerator,submission_date
I006343,B350,Barangay 350,Bukidnon,Bukidnon Mun 11,28,male,3,12708.52,8025.61,11.244886,124.717272,939,enum_14,2025-06-12
I001382,B076,Barangay 076,Iloilo,Iloilo Mun 6,18,male,3,16002.68,12751.45,8.77299,125.403619,824,enum_05,2025-07-08
I007955,B437,Barangay 437,Leyte,Leyte Mun 2,53,male,3,7234.51,5707.83,10.488879,124.990541,466,enum_20,2025-07-16
I007687,B422,Barangay 422,Bukidnon,Bukidnon Mun 1,25,female,4,11589.7,11954.43,11.80585,124.37275,989,enum_06,2025-08-18
I005425,B302,Barangay 302,Bukidnon,Bukidnon Mun 1,33,male,5,11430.27,7037.55,10.416184,125.911424,975,enum_20,2025-07-03
I001863,B102,Barangay 102,Negros Occidental,Negros Mun 8,20,male,5,12548.39,12493.58,7.126297,124.749362,1360,enum_07,2025-08-24
I000048,B004,Barangay 004,Iloilo,Iloilo Mun 3,18,male,7,17797.23,18057.83,7.25497,123.968145,888,enum_16,2025-01-28
I007431,B408,Barangay 408,Negros Occidental,Negros Mun 1,21,male,5,4958.67,5197.76,6.267253,122.857609,820,enum_05,2025-07-16
I006005,B331,Barangay 331,Agusan del Norte,Agusan Mun 5,29,male,4,8393.11,6579.35,8.773266,123.2575,1411,enum_14,2025-02-13
I002355,B131,Barangay 131,Leyte,Leyte Mun 8,26,female,5,11453.91,7891.8,9.697855,122.405811,556,enum_10,2025-03-20
I007040,B388,Barangay 388,Iloilo,Iloilo Mun 8,42,male,5,16353.51,14225.26,10.424627,122.07334,714,enum_12,2025-07-20
I007280,B400,Barangay 400,Iloilo,Iloilo Mun 6,35,male,8,10227.39,10391.34,10.936254,125.332106,1373,enum_09,2025-05-08
I005989,B330,Barangay 330,Negros Occidental,Negros Mun 10,40,male,7,12596.03,10701.66,11.009113,123.498799,857,enum_17,2025-06-04
I004196,B236,Barangay 236,Bukidnon,Bukidnon Mun 13,19,female,5,11039.12,6636.91,8.559689,122.204985,824,enum_02,2025-01-01
I007802,B429,Barangay 429,Cebu,Cebu Mun 9,39,female,1,16066.71,12361.7,7.822856,124.36045,275,enum_10,2025-10-17
I002158,B119,Barangay 119,Leyte,Leyte Mun 3,36,male,6,16056.87,11608.34,7.520616,122.650257,1321,enum_02,2025-05-18
I006436,B355,Barangay 355,Agusan del Norte,Agusan Mun 10,38,female,5,15956.71,9854.57,6.72164,123.041087,997,enum_02,2025-02-25
I003844,B217,Barangay 217,Agusan del Norte,Agusan Mun 8,48,female,7,11688.86,12266.47,8.207176,122.728904,1126,enum_05,2025-10-16
I003175,B178,Barangay 178,Iloilo,Iloilo Mun 2,39,male,4,11638.57,11567.67,7.26835,123.904622,939,enum_04,2025-10-20
I001410,B078,Barangay 078,Negros Occidental,Negros Mun 6,41,female,7,9746.05,9973.76,11.252846,124.894055,840,enum_20,2025-02-20
I004314,B241,Barangay 241,Agusan del Norte,Agusan Mun 9,35,male,2,7491.76,5974.3,6.124554,124.21522,761,enum_07,2025-04-11
I005938,B327,Barangay 327,Cebu,Cebu Mun 13,29,female,3,10253.05,9542.17,7.009563,123.055575,821,enum_01,2025-08-11
I007898,B434,Barangay 434,Bukidnon,Bukidnon Mun 5,18,female,3,9145.69,10003.84,7.641538,125.110077,1367,enum_17,2025-08-15
I003189,B179,Barangay 179,Leyte,Leyte Mun 3,20,female,6,15653.68,16252.73,8.353221,122.252667,808,enum_14,2025-03-03
I001160,B066,Barangay 066,Negros Occidental,Negros Mun 2,30,male,7,10718.07,10886.56,6.982714,125.844026,1084,enum_14,2025-05-16
I000526,B031,Barangay 031,Agusan del Norte,Agusan Mun 3,22,male,4,14393.89,13072.79,6.402066,125.886459,1320,enum_20,2025-01-17
I001929,B107,Barangay 107,Leyte,Leyte Mun 14,37,male,3,8634.13,6134.43,9.394296,123.911502,1262,enum_20,2025-01-03
I005908,B326,Barangay 326,Bukidnon,Bukidnon Mun 3,30,male,4,18198.93,14098.22,7.41906,125.221231,1293,enum_19,2025-09-30
I003877,B218,Barangay 218,Bukidnon,Bukidnon Mun 3,46,female,4,14098.63,9598.83,6.978071,124.220618,1684,enum_06,2025-10-10
I004159,B233,Barangay 233,Leyte,Leyte Mun 9,33,female,7,15850.0,11701.33,10.43772,123.028538,620,enum_11,2025-09-18
I002751,B154,Barangay 154,Iloilo,Iloilo Mun 6,35,female,4,9307.2,8871.63,9.449257,123.585903,912,enum_18,2025-03-22
I002128,B118,Barangay 118,Iloilo,Iloilo Mun 4,38,female,4,15507.28,14591.22,11.120131,122.424017,614,enum_11,2025-05-14
I005549,B307,Barangay 307,Agusan del Norte,Agusan Mun 9,59,male,3,13185.53,13020.48,11.301337,122.396027,992,enum_06,2025-06-28
I000251,B016,Barangay 016,Iloilo,Iloilo Mun 7,42,male,3,8077.33,7135.99,6.802139,122.210199,882,enum_20,2025-08-23
I002070,B113,Barangay 113,Leyte,Leyte Mun 8,22,female,4,3572.59,2419.11,11.761831,123.418297,832,enum_07,2025-07-16
I003113,B175,Barangay 175,Agusan del Norte,Agusan Mun 10,21,male,5,15805.31,13951.58,8.887239,123.962442,611,enum_10,2025-07-05
I005402,B300,Barangay 300,Negros Occidental,Negros Mun 8,55,female,3,15220.31,10916.41,6.018521,124.96953,641,enum_11,2025-06-13
I002024,B111,Barangay 111,Cebu,Cebu Mun 9,35,male,5,14297.06,12628.29,6.488113,123.720414,730,enum_01,2025-01-29
I000341,B021,Barangay 021,Cebu,Cebu Mun 11,42,male,4,9724.41,7085.8,9.234913,124.689948,1357,enum_17,2025-02-25
I007737,B425,Barangay 425,Leyte,Leyte Mun 13,32,male,3,6850.32,6510.56,10.085285,122.030987,1078,enum_12,2025-04-03
I001350,B075,Barangay 075,Cebu,Cebu Mun 3,53,female,2,6599.4,6624.96,11.246593,125.560881,934,enum_05,2025-02-07
I004379,B244,Barangay 244,Iloilo,Iloilo Mun 3,19,male,1,17214.7,14094.51,10.375955,124.746879,964,enum_15,2025-01-12
I008194,B450,Barangay 450,Negros Occidental,Negros Mun 3,41,female,4,18044.73,17228.63,12.005926,123.26635,764,enum_19,2025-05-18
I000470,B028,Barangay 028,Iloilo,Iloilo Mun 8,40,female,3,15611.34,15051.73,6.420859,124.756763,1004,enum_20,2025-03-11
I003999,B224,Barangay 224,Bukidnon,Bukidnon Mun 11,21,male,5,6906.96,6479.38,10.000097,123.537967,1235,enum_16,2025-05-20
I007697,B423,Barangay 423,Cebu,Cebu Mun 7,40,male,5,12168.96,10702.7,11.537619,122.716133,1613,enum_10,2025-07-24
I000046,B004,Barangay 004,Iloilo,Iloilo Mun 3,49,female,5,9138.13,6652.33,11.611805,125.507362,627,enum_16,2025-08-12
I000735,B042,Barangay 042,Negros Occidental,Negros Mun 8,25,female,4,7227.06,7870.39,11.600856,124.033589,1215,enum_01,2025-05-02
I002345,B130,Barangay 130,Iloilo,Iloilo Mun 3,22,female,6,14370.74,15726.97,9.266513,125.949407,965,enum_04,2025-01-02
I001993,B110,Barangay 110,Bukidnon,Bukidnon Mun 13,47,female,5,15856.89,15978.15,9.295034,125.288027,884,enum_12,2025-05-20
I005052,B284,Barangay 284,Bukidnon,Bukidnon Mun 13,52,female,3,7648.73,5385.84,7.561943,122.781383,679,enum_07,2025-05-01
I003073,B172,Barangay 172,Iloilo,Iloilo Mun 10,53,male,4,18281.58,12632.11,11.714447,122.17962,861,enum_04,2025-05-29
I005460,B303,Barangay 303,Cebu,Cebu Mun 3,37,male,4,9803.2,10349.26,9.222844,122.545762,731,enum_12,2025-05-31
I006154,B339,Barangay 339,Cebu,Cebu Mun 1,20,female,5,9236.44,9289.53,11.954757,123.07208,979,enum_16,2025-01-31
I006538,B360,Barangay 360,Negros Occidental,Negros Mun 12,56,male,4,10678.43,6491.82,11.81197,122.509404,1359,enum_07,2025-05-30
I005087,B285,Barangay 285,Cebu,Cebu Mun 10,52,female,4,13381.46,11645.03,8.54341,125.989555,1430,enum_15,2025-08-15
I006152,B339,Barangay 339,Cebu,Cebu Mun 1,48,female,6,12561.69,9523.32,9.13221,125.13524,686,enum_20,2025-01-01
I001206,B068,Barangay 068,Bukidnon,Bukidnon Mun 12,41,male,3,10991.94,8727.48,6.142119,123.009077,920,enum_08,2025-04-09
I000891,B051,Barangay 051,Cebu,Cebu Mun 13,59,male,5,10165.03,11077.33,11.493356,122.579389,981,enum_15,2025-08-10
I001587,B086,Barangay 086,Bukidnon,Bukidnon Mun 4,34,female,2,13538.33,13615.0,9.889446,124.126258,1241,enum_18,2025-08-04
I007396,B406,Barangay 406,Iloilo,Iloilo Mun 5,23,female,4,12186.88,11907.11,7.975502,123.575526,982,enum_12,2025-03-11
I008040,B442,Barangay 442,Iloilo,Iloilo Mun 2,37,female,6,12556.55,7772.08,6.137935,123.167815,953,enum_09,2025-02-07
I001860,B102,Barangay 102,Negros Occidental,Negros Mun 8,31,male,3,12708.01,12315.2,7.447138,124.506298,755,enum_04,2025-04-24
I007521,B413,Barangay 413,Leyte,Leyte Mun 6,38,female,2,7595.23,5435.73,10.650932,123.280192,1180,enum_07,2025-07-28
I006803,B374,Barangay 374,Bukidnon,Bukidnon Mun 7,44,male,4,21786.47,22725.27,7.911608,122.604074,925,enum_11,2025-01-28
I003408,B190,Barangay 190,Iloilo,Iloilo Mun 2,39,female,5,1928.92,2040.8,9.921327,124.782954,1076,enum_09,2025-07-04
I005155,B288,Barangay 288,Negros Occidental,Negros Mun 6,42,female,5,16384.42,14382.54,10.184185,125.089519,1355,enum_03,2025-04-09
I005511,B305,Barangay 305,Leyte,Leyte Mun 15,38,male,5,20067.09,17468.68,11.742175,123.553836,1452,enum_13,2025-08-24
I002795,B157,Barangay 157,Agusan del Norte,Agusan Mun 4,18,female,4,6471.32,5822.67,7.511913,125.736801,898,enum_17,2025-06-03
I000338,B021,Barangay 021,Cebu,Cebu Mun 11,44,male,5,11396.89,11467.81,7.447406,123.906845,932,enum_04,2025-01-11
I002509,B141,Barangay 141,Cebu,Cebu Mun 12,41,female,8,10188.01,10023.45,8.413855,125.72341,1121,enum_16,2025-01-12
I000816,B047,Barangay 047,Leyte,Leyte Mun 14,23,male,5,6283.0,5249.09,8.516176,125.897245,1092,enum_01,2025-02-20
I001926,B107,Barangay 107,Leyte,Leyte Mun 14,29,female,4,12324.6,9931.99,6.137832,124.515862,624,enum_18,2025-04-23
I000709,B041,Barangay 041,Leyte,Leyte Mun 7,34,female,3,14542.72,9170.17,11.182787,124.939523,682,enum_03,2025-06-14
I008181,B449,Barangay 449,Leyte,Leyte Mun 8,26,male,5,6213.19,6001.78,9.330689,122.717702,1599,enum_01,2025-10-16
I006180,B341,Barangay 341,Leyte,Leyte Mun 15,39,male,3,11023.14,10695.37,9.698625,125.695219,477,enum_09,2025-07-15
I001045,B060,Barangay 060,Negros Occidental,Negros Mun 1,30,male,5,11951.11,7283.65,9.916469,124.830903,1667,enum_05,2025-08-23
I004273,B239,Barangay 239,Leyte,Leyte Mun 20,28,female,2,15770.14,12281.23,6.252338,123.860136,1146,enum_13,2025-05-12
I003493,B196,Barangay 196,Iloilo,Iloilo Mun 7,33,male,3,8543.05,7654.69,6.902675,122.058039,774,enum_02,2025-07-22
I006762,B373,Barangay 373,Agusan del Norte,Agusan Mun 9,65,female,2,11718.45,12429.63,6.796046,125.312265,606,enum_02,2025-01-23
I000104,B007,Barangay 007,Agusan del Norte,Agusan Mun 9,37,male,4,14226.12,10000.49,11.493531,124.097963,953,enum_01,2025-10-04
I004426,B247,Barangay 247,Agusan del Norte,Agusan Mun 2,24,female,6,16246.89,17776.59,12.010916,124.625105,1280,enum_09,2025-08-21
I004755,B266,Barangay 266,Bukidnon,Bukidnon Mun 11,31,male,7,14726.96,14448.69,9.348545,124.575027,887,enum_16,2025-09-27
I002951,B166,Barangay 166,Iloilo,Iloilo Mun 4,41,male,2,8151.17,8339.93,10.272902,123.808663,966,enum_14,2025-02-06
I002135,B118,Barangay 118,Iloilo,Iloilo Mun 4,31,male,3,10523.59,11329.89,8.493131,124.113234,937,enum_12,2025-03-29
I005227,B291,Barangay 291,Cebu,Cebu Mun 5,26,male,5,12911.91,12699.67,8.905022,122.501728,1499,enum_16,2025-09-21
I004548,B254,Barangay 254,Bukidnon,Bukidnon Mun 3,18,male,6,10568.44,10195.86,6.270561,122.793179,920,enum_18,2025-08-31
I006574,B362,Barangay 362,Bukidnon,Bukidnon Mun 11,51,female,6,11808.37,12124.22,6.18041,124.810725,1234,enum_11,2025-08-09
I005781,B319,Barangay 319,Agusan del Norte,Agusan Mun 14,18,male,4,0.0,0.0,7.010514,125.813562,1230,enum_08,2025-10-23
I001530,B083,Barangay 083,Leyte,Leyte Mun 16,51,female,6,394.11,328.54,10.678464,123.100926,696,enum_11,2025-01-09
I005942,B327,Barangay 327,Cebu,Cebu Mun 13,20,female,4,11109.26,11977.08,11.183783,124.042357,281,enum_06,2025-02-17
I005214,B291,Barangay 291,Cebu,Cebu Mun 5,25,male,7,11000.04,9978.4,9.553706,124.537787,1084,enum_18,2025-10-22
I000971,B056,Barangay 056,Bukidnon,Bukidnon Mun 1,29,male,4,12339.64,12655.81,8.621418,124.054093,1171,enum_19,2025-01-19
I005466,B303,Barangay 303,Cebu,Cebu Mun 3,30,male,5,7862.88,6836.96,9.938713,123.869033,1196,enum_04,2025-05-07
I006656,B367,Barangay 367,Agusan del Norte,Agusan Mun 5,22,male,5,15626.28,16872.66,9.169677,122.569293,460,enum_20,2025-03-20
I007391,B406,Barangay 406,Iloilo,Iloilo Mun 5,37,male,6,14953.36,10973.38,7.916048,122.733402,1111,enum_17,2025-05-11
I001826,B100,Barangay 100,Iloilo,Iloilo Mun 11,24,male,3,12197.24,8176.06,11.084656,125.490364,457,enum_20,2025-05-30
I001162,B066,Barangay 066,Negros Occidental,Negros Mun 2,29,male,4,15695.67,16383.05,7.215962,123.531509,577,enum_09,2025-02-27
I007751,B426,Barangay 426,Negros Occidental,Negros Mun 12,46,female,6,18740.36,20361.84,7.102527,123.992283,1131,enum_12,2025-10-08
I005721,B316,Barangay 316,Iloilo,Iloilo Mun 5,51,female,3,18598.01,13011.21,8.436613,124.636021,630,enum_05,2025-08-18
I003778,B214,Barangay 214,Iloilo,Iloilo Mun 1,38,female,4,10922.58,10458.68,11.228151,122.129759,1442,enum_19,2025-02-06
I003734,B211,Barangay 211,Agusan del Norte,Agusan Mun 2,42,female,4,14332.45,11621.39,11.068801,125.712618,1098,enum_02,2025-02-07
I006653,B366,Barangay 366,Negros Occidental,Negros Mun 14,31,male,6,10953.56,12005.0,11.852091,125.390195,1036,enum_11,2025-06-27
I001575,B086,Barangay 086,Bukidnon,Bukidnon Mun 4,26,male,6,14109.73,15210.23,10.598331,125.236837,1094,enum_01,2025-06-20
I002813,B158,Barangay 158,Bukidnon,Bukidnon Mun 9,37,male,5,15508.16,15131.21,7.955514,123.284373,847,enum_14,2025-03-26
I004126,B230,Barangay 230,Bukidnon,Bukidnon Mun 11,40,male,6,14788.5,9864.7,11.967518,123.955993,1151,enum_03,2025-04-13
I006853,B376,Barangay 376,Iloilo,Iloilo Mun 2,42,female,5,15662.92,13467.96,8.553288,122.232876,1224,enum_01,2025-04-06
I001096,B063,Barangay 063,Cebu,Cebu Mun 2,46,female,4,11891.53,7738.37,10.774811,122.548764,1122,enum_14,2025-08-11
I007862,B432,Barangay 432,Negros Occidental,Negros Mun 9,33,female,5,15737.03,11607.57,6.047757,124.619,163,enum_03,2025-02-17
I003066,B172,Barangay 172,Iloilo,Iloilo Mun 10,35,female,6,4582.57,4294.34,11.40728,123.521113,516,enum_09,2025-01-08
I002111,B116,Barangay 116,Bukidnon,Bukidnon Mun 7,25,female,4,12084.33,10735.12,9.127184,124.449489,1248,enum_06,2025-05-10
I004216,B237,Barangay 237,Cebu,Cebu Mun 9,33,male,6,14740.22,9543.28,9.671749,123.238036,692,enum_12,2025-05-09
I005375,B299,Barangay 299,Leyte,Leyte Mun 3,44,female,4,13637.85,11587.43,10.082027,124.448674,733,enum_15,2025-05-23
I001441,B079,Barangay 079,Agusan del Norte,Agusan Mun 13,55,male,6,21608.93,20877.94,10.641883,124.728278,389,enum_20,2025-01-08
I002875,B161,Barangay 161,Leyte,Leyte Mun 15,29,male,5,7086.8,5396.45,11.053065,122.839122,1033,enum_19,2025-03-18
I002879,B162,Barangay 162,Negros Occidental,Negros Mun 14,34,male,8,14917.72,13758.47,8.472457,122.819566,1058,enum_09,2025-09-08
I003049,B172,Barangay 172,Iloilo,Iloilo Mun 10,26,female,1,18629.96,19631.21,8.435298,123.448964,891,enum_01,2025-02-27
I006652,B366,Barangay 366,Negros Occidental,Negros Mun 14,37,male,4,8155.32,8563.83,7.923954,125.130318,997,enum_20,2025-06-21
I007941,B437,Barangay 437,Leyte,Leyte Mun 2,26,female,6,11637.91,10052.95,10.955672,123.297554,1430,enum_04,2025-05-24
I000934,B054,Barangay 054,Negros Occidental,Negros Mun 4,45,female,7,9840.62,8136.24,9.056147,124.690257,678,enum_06,2025-05-09
I003799,B215,Barangay 215,Leyte,Leyte Mun 16,37,male,6,8854.19,6395.09,7.445509,124.283373,1007,enum_11,2025-03-09
I002419,B135,Barangay 135,Cebu,Cebu Mun 11,36,male,4,9604.29,9382.69,11.102489,125.524598,946,enum_18,2025-06-17
I002022,B111,Barangay 111,Cebu,Cebu Mun 9,50,female,3,13305.62,11624.36,6.840322,122.397519,283,enum_13,2025-03-15
I006974,B384,Barangay 384,Negros Occidental,Negros Mun 9,52,male,2,11646.54,7032.7,9.214336,122.6016,781,enum_13,2025-07-10
I007226,B397,Barangay 397,Agusan del Norte,Agusan Mun 2,44,male,6,18993.17,12317.51,11.503156,125.20178,445,enum_05,2025-05-07
I006592,B363,Barangay 363,Cebu,Cebu Mun 7,29,female,8,12042.89,7806.71,10.834389,124.665215,914,enum_20,2025-04-10
I008051,B442,Barangay 442,Iloilo,Iloilo Mun 2,44,male,6,9815.11,10172.79,10.893075,124.899298,957,enum_15,2025-10-22
I006600,B364,Barangay 364,Iloilo,Iloilo Mun 8,24,male,7,8697.97,8568.82,10.002058,125.142501,463,enum_12,2025-02-21
I006824,B375,Barangay 375,Cebu,Cebu Mun 13,44,female,4,10797.49,11246.01,8.792886,121.999366,408,enum_03,2025-08-08
I003904,B219,Barangay 219,Cebu,Cebu Mun 8,36,male,4,8205.58,7347.68,8.18096,123.679362,1020,enum_13,2025-07-15
I004137,B231,Barangay 231,Cebu,Cebu Mun 3,26,female,6,5678.64,5728.16,11.551914,122.90969,355,enum_03,2025-01-13
I006028,B332,Barangay 332,Bukidnon,Bukidnon Mun 5,21,female,5,11719.31,10251.16,9.686754,125.21325,483,enum_02,2025-08-11
I004499,B251,Barangay 251,Leyte,Leyte Mun 14,31,male,6,13658.88,12835.89,9.100187,122.608951,1327,enum_04,2025-05-04
I002123,B117,Barangay 117,Cebu,Cebu Mun 5,41,female,6,8004.61,5603.68,10.730189,122.002577,778,enum_03,2025-05-07
I007937,B436,Barangay 436,Iloilo,Iloilo Mun 3,23,male,5,9685.82,7512.14,8.571315,125.572819,1137,enum_06,2025-08-20
I007014,B386,Barangay 386,Bukidnon,Bukidnon Mun 8,22,male,7,5038.0,4602.27,9.606558,123.612073,874,enum_16,2025-09-24
I002963,B166,Barangay 166,Iloilo,Iloilo Mun 4,32,female,8,0.0,0.0,7.570465,122.484409,1026,enum_13,2025-02-08
I003573,B201,Barangay 201,Cebu,Cebu Mun 8,30,female,6,12058.89,8471.34,9.579116,125.53423,1179,enum_01,2025-06-13
I004347,B242,Barangay 242,Bukidnon,Bukidnon Mun 12,36,female,4,6376.49,4326.68,6.332535,124.16888,731,enum_15,2025-01-22
I008125,B446,Barangay 446,Bukidnon,Bukidnon Mun 12,51,female,2,15913.66,15938.98,11.424084,125.668431,956,enum_01,2025-03-23
I000294,B018,Barangay 018,Negros Occidental,Negros Mun 2,31,male,2,5794.66,5282.33,7.132967,122.929196,450,enum_08,2025-04-21
I000324,B020,Barangay 020,Bukidnon,Bukidnon Mun 1,18,male,2,2197.01,1835.96,9.22418,125.622146,1517,enum_08,2025-04-28
I000508,B030,Barangay 030,Negros Occidental,Negros Mun 8,45,female,6,10489.11,10322.41,11.292268,122.167663,931,enum_06,2025-09-15
I007354,B403,Barangay 403,Agusan del Norte,Agusan Mun 13,29,female,6,9378.97,6503.4,11.074415,123.24267,662,enum_13,2025-08-07
I004692,B262,Barangay 262,Iloilo,Iloilo Mun 6,20,male,4,4894.17,3740.28,9.599384,122.041997,1150,enum_12,2025-05-23
I006972,B384,Barangay 384,Negros Occidental,Negros Mun 9,35,female,8,15150.99,14771.13,6.141294,125.867933,1039,enum_20,2025-04-20
I007508,B412,Barangay 412,Iloilo,Iloilo Mun 10,43,female,2,15194.54,13341.43,7.120977,123.751475,1222,enum_16,2025-02-22
I003005,B169,Barangay 169,Agusan del Norte,Agusan Mun 14,18,male,3,11577.95,11990.23,8.231454,125.983885,961,enum_08,2025-10-21
I004014,B225,Barangay 225,Cebu,Cebu Mun 7,55,male,7,16109.68,10708.34,6.709798,122.56329,1021,enum_07,2025-09-25
I001177,B067,Barangay 067,Agusan del Norte,Agusan Mun 8,48,female,3,12535.43,12849.76,10.175881,122.23662,1149,enum_20,2025-04-24
I006822,B375,Barangay 375,Cebu,Cebu Mun 13,30,male,3,11398.37,7132.96,11.996482,125.944109,753,enum_16,2025-09-19
I007978,B439,Barangay 439,Agusan del Norte,Agusan Mun 12,18,female,8,14626.95,12381.17,10.404394,125.52084,193,enum_15,2025-02-13
I004003,B224,Barangay 224,Bukidnon,Bukidnon Mun 11,36,female,3,9601.41,8287.37,10.408163,124.738605,996,enum_04,2025-07-26
I005804,B321,Barangay 321,Cebu,Cebu Mun 7,36,male,4,14774.73,10404.04,11.969496,125.410926,1138,enum_15,2025-09-23
I004859,B271,Barangay 271,Agusan del Norte,Agusan Mun 8,31,female,4,14912.97,13556.83,6.250132,123.691726,1020,enum_09,2025-05-02
I001772,B096,Barangay 096,Negros Occidental,Negros Mun 13,18,male,3,13109.36,11973.11,6.121492,124.068552,1246,enum_02,2025-04-07
I006299,B348,Barangay 348,Negros Occidental,Negros Mun 8,18,male,4,12372.47,12741.28,6.121286,124.350277,934,enum_07,2025-07-27
I000618,B036,Barangay 036,Negros Occidental,Negros Mun 3,23,male,4,10973.61,10035.09,7.282805,124.976805,719,enum_04,2025-05-18
I006520,B359,Barangay 359,Leyte,Leyte Mun 15,40,female,3,20095.37,16368.11,7.785166,125.607683,1181,enum_06,2025-05-11
I006219,B343,Barangay 343,Agusan del Norte,Agusan Mun 1,18,female,5,16373.41,10992.15,7.133472,123.820021,1239,enum_05,2025-08-16
I000095,B007,Barangay 007,Agusan del Norte,Agusan Mun 9,54,female,6,15228.06,9227.82,9.112917,123.745953,955,enum_16,2025-09-14
I006120,B337,Barangay 337,Agusan del Norte,Agusan Mun 14,20,male,3,11717.72,9117.1,9.199492,122.204577,812,enum_14,2025-09-07
I001620,B088,Barangay 088,Iloilo,Iloilo Mun 12,34,female,4,12521.12,8166.42,10.263474,125.161454,647,enum_04,2025-04-05
I003617,B203,Barangay 203,Leyte,Leyte Mun 18,38,male,4,13408.53,10122.76,7.913951,122.275439,1355,enum_04,2025-10-19
I002870,B161,Barangay 161,Leyte,Leyte Mun 15,21,female,5,7643.94,7124.74,8.011019,122.125099,751,enum_16,2025-01-20
I002231,B123,Barangay 123,Cebu,Cebu Mun 4,45,male,4,15704.9,13921.28,10.19272,125.120903,390,enum_10,2025-03-05
I002034,B111,Barangay 111,Cebu,Cebu Mun 9,45,male,3,11660.94,11518.11,8.581039,123.710106,798,enum_04,2025-04-18
I002103,B116,Barangay 116,Bukidnon,Bukidnon Mun 7,23,female,1,8966.81,7787.71,8.520197,122.499559,996,enum_07,2025-06-21
I000945,B055,Barangay 055,Agusan del Norte,Agusan Mun 7,18,male,4,4970.17,4351.46,6.986108,122.010028,1720,enum_08,2025-05-09
I004620,B258,Barangay 258,Negros Occidental,Negros Mun 10,71,female,5,10773.18,10409.83,11.377938,125.679261,1041,enum_03,2025-09-18
I007452,B409,Barangay 409,Agusan del Norte,Agusan Mun 9,52,female,6,6558.32,6224.12,7.618973,122.014054,1187,enum_16,2025-05-03
I001042,B060,Barangay 060,Negros Occidental,Negros Mun 1,49,male,6,9797.34,7142.06,10.746119,123.789665,1203,enum_13,2025-01-20
I003565,B200,Barangay 200,Bukidnon,Bukidnon Mun 1,23,female,4,18666.51,18981.52,11.296311,124.439147,716,enum_16,2025-06-17
I001699,B091,Barangay 091,Agusan del Norte,Agusan Mun 13,30,male,4,8409.72,5121.94,7.221795,122.553828,1162,enum_05,2025-10-08
I008038,B442,Barangay 442,Iloilo,Iloilo Mun 2,24,male,2,9052.37,6347.98,10.875026,122.055535,943,enum_08,2025-07-28
I007443,B409,Barangay 409,Agusan del Norte,Agusan Mun 9,22,male,6,13633.09,14642.57,10.468445,125.809118,1491,enum_08,2025-01-18
I003965,B222,Barangay 222,Negros Occidental,Negros Mun 6,48,male,7,9036.62,9683.22,6.861985,125.958886,120,enum_15,2025-08-20
I004392,B245,Barangay 245,Leyte,Leyte Mun 16,31,male,6,9619.68,8931.33,9.11828,122.524512,878,enum_09,2025-01-26
